frame,Longitudinal Acceleration,Throttle Pedal Position,Vehicle Speed,Engine RPM,Left Front Wheel Speed,Right Front Wheel Speed,Left Rear Wheel Speed,Right Rear Wheel Speed
791,0.08,20.78,29.64,1359.0,284.5,284.5,287.5,287.0
792,0.16,20.0,29.79,1388.0,285.5,283.5,287.5,288.0
793,0.32,19.61,29.93,1371.0,287.0,285.5,289.0,289.0
794,0.32,14.51,30.12,1304.0,287.5,288.0,290.5,290.0
795,0.32,9.8,30.2,1188.0,290.0,289.0,291.0,291.0
796,0.24,9.8,30.36,1077.0,290.5,290.0,290.5,290.5
797,0.08,9.8,30.25,1100.0,292.0,291.0,294.0,295.0
798,0.08,10.2,30.45,1143.0,292.0,292.5,294.0,293.5
799,0.0,15.29,30.55,1138.0,292.0,291.5,294.0,294.0
800,0.16,16.86,30.52,1105.0,293.0,292.5,294.5,294.0
801,0.16,16.47,30.64,1102.0,294.5,292.0,294.5,294.5
802,0.08,16.08,31.07,1082.0,296.5,296.0,298.0,297.5
803,0.08,1.96,31.04,1052.0,296.5,297.0,297.5,297.0
804,0.08,0.78,30.8,1109.0,297.0,296.0,298.0,299.0
805,0.0,12.94,30.88,1224.0,296.5,296.5,299.5,299.5
806,0.0,14.12,31.03,1226.0,297.5,296.5,298.0,298.0
807,0.0,14.51,31.04,1274.0,297.5,297.0,299.0,299.5
808,0.08,14.9,31.17,1326.0,299.0,298.0,300.5,299.5
809,0.08,14.51,31.25,1369.0,301.0,300.5,302.5,302.0
810,0.16,14.12,31.44,1394.0,301.0,300.5,305.0,304.5
811,0.24,14.12,31.35,1392.0,302.0,300.0,305.0,305.5
812,0.16,14.12,31.69,1388.0,302.5,302.0,303.5,303.5
813,0.16,14.12,31.67,1383.0,304.0,303.0,305.0,305.0
814,0.16,13.73,31.8,1384.0,305.0,304.0,307.0,306.5
815,0.16,12.94,31.91,1384.0,307.0,304.0,308.0,308.0
816,0.16,12.94,32.03,1377.0,307.0,305.0,308.5,308.5
817,0.16,13.33,32.07,1363.0,308.5,307.5,309.5,310.0
818,0.16,13.73,32.25,1361.0,309.0,309.0,310.5,310.5
819,0.08,7.84,32.23,1361.0,309.5,307.5,312.0,311.5
820,0.16,8.24,32.36,1301.0,310.5,310.5,311.5,311.5
821,0.08,12.16,32.48,1249.0,312.0,310.5,313.0,313.0
822,0.0,14.51,32.45,1254.0,311.5,310.5,312.5,312.5
823,0.08,15.29,32.52,1312.0,312.0,309.5,313.5,313.5
824,0.08,14.9,32.57,1343.0,313.0,311.5,314.5,315.0
825,0.08,10.59,32.67,1331.0,313.0,311.5,315.5,315.5
826,0.16,6.27,32.73,1247.0,314.0,313.0,316.0,315.5
827,0.08,6.67,32.81,1170.0,316.0,315.0,315.5,315.5
828,0.0,10.98,32.87,1135.0,315.5,314.5,316.5,316.5
829,0.0,14.51,32.79,1206.0,315.5,313.5,316.5,315.5
830,0.0,14.51,32.9,1235.0,314.5,313.0,317.5,317.0
831,0.08,0.0,32.9,1206.0,316.0,315.0,318.0,318.0
832,0.08,0.0,32.83,1088.0,317.0,315.5,317.0,317.5
833,0.0,0.0,32.81,1179.0,315.0,315.0,316.0,317.5
834,0.0,0.0,32.83,1174.0,314.5,314.0,315.5,316.0
835,-0.08,10.59,32.79,1153.0,316.0,315.0,315.0,315.0
836,-0.16,15.29,32.85,1242.0,315.0,315.0,316.0,315.5
837,0.0,0.0,32.83,1304.0,315.5,314.5,316.5,315.5
838,0.0,0.0,32.92,1230.0,315.5,317.5,316.0,317.5
839,0.0,0.0,32.88,1139.0,313.0,314.0,318.5,315.5
840,0.0,12.94,32.9,1125.0,315.0,315.0,315.0,315.0
841,-0.08,14.12,32.7,1221.0,314.0,313.0,319.5,320.0
842,0.0,0.0,33.06,1257.0,316.5,313.5,315.5,315.0
843,0.0,0.0,32.63,1149.0,316.0,312.5,317.0,322.0
844,0.0,0.0,32.62,1121.0,313.0,315.5,315.0,314.0
845,0.0,0.0,32.81,1098.0,315.0,314.5,315.0,314.5
846,-0.08,9.41,32.68,1102.0,314.5,315.0,314.0,314.0
847,-0.16,0.39,32.66,1209.0,314.0,313.0,314.0,313.5
848,-0.08,0.0,32.5,1168.0,313.0,312.5,311.0,312.0
849,-0.08,5.1,32.57,1106.0,313.5,312.5,313.5,314.0
850,-0.08,18.04,32.58,1145.0,312.5,313.0,313.0,313.0
851,-0.08,20.0,32.57,1321.0,312.0,311.5,313.5,313.5
852,0.0,12.55,32.62,1429.0,313.0,311.5,315.5,316.0
853,0.16,4.71,32.76,1401.0,314.0,314.0,315.0,315.5
854,0.08,17.65,32.81,1285.0,315.0,315.0,316.0,316.0
855,0.08,20.78,32.87,1273.0,315.0,315.5,317.5,316.5
856,0.08,18.43,32.99,1446.0,316.0,316.0,318.5,317.5
857,0.16,9.8,33.13,1491.0,317.5,315.5,318.5,318.5
858,0.24,12.16,33.14,1421.0,318.5,316.5,319.5,319.5
859,0.16,20.0,33.21,1370.0,319.5,317.0,319.5,320.0
860,0.16,8.63,33.27,1453.0,319.0,319.0,322.5,324.5
861,0.16,0.0,33.39,1398.0,321.5,319.5,321.5,322.0
862,0.08,0.0,33.38,1237.0,321.5,320.0,321.5,321.0
863,0.0,9.41,33.37,1156.0,321.0,320.5,321.5,320.5
864,0.0,10.59,33.36,1214.0,321.0,320.0,320.5,321.0
865,-0.08,9.41,33.37,1269.0,320.5,318.5,322.0,321.0
866,0.0,11.37,33.41,1266.0,321.0,319.0,322.0,322.0
867,0.0,19.22,33.47,1294.0,321.5,319.5,323.5,322.5
868,0.08,18.82,33.65,1321.0,321.5,321.0,325.0,324.0
869,0.16,0.0,33.77,1211.0,323.5,322.0,324.0,324.0
870,0.24,0.0,33.59,1156.0,324.0,323.5,325.5,325.5
871,0.0,0.0,33.54,1191.0,325.5,323.0,325.5,324.0
872,0.0,0.0,33.7,1211.0,323.5,321.0,324.0,323.5
873,0.0,0.0,33.54,1139.0,321.5,320.5,323.5,323.0
874,-0.08,0.0,33.48,1103.0,323.5,321.5,323.5,323.0
875,-0.08,0.0,33.48,1097.0,323.5,322.5,321.5,321.0
876,-0.16,0.0,33.44,1095.0,320.5,319.5,322.0,321.5
877,-0.08,0.0,33.27,1096.0,320.5,319.0,321.0,320.5
878,-0.16,0.0,33.27,1088.0,319.0,319.0,319.5,319.0
879,-0.16,0.0,33.22,1082.0,319.5,319.0,319.0,319.0
880,-0.16,0.0,33.16,1083.0,319.0,317.0,319.5,319.0
881,-0.16,0.0,33.08,1080.0,318.5,316.5,319.0,318.5
882,-0.16,0.0,33.14,1079.0,319.5,318.0,318.0,317.5
883,-0.16,0.0,33.06,1084.0,318.0,316.5,317.5,317.0
884,-0.08,0.0,32.92,1079.0,317.0,315.5,317.5,317.0
885,-0.08,0.0,32.86,1057.0,317.0,314.5,316.0,316.0
886,-0.16,0.0,32.85,999.0,316.0,315.0,316.5,316.0
887,-0.16,0.0,32.83,980.0,315.5,315.0,315.5,315.5
888,-0.16,0.0,32.7,923.0,315.0,313.5,314.5,315.0
889,-0.16,0.0,32.62,893.0,313.5,313.0,314.0,313.5
890,-0.16,0.0,32.53,854.0,313.0,312.5,312.5,312.5
891,-0.16,0.0,32.41,840.0,312.0,311.0,311.5,311.5
892,-0.16,0.0,32.32,828.0,311.0,310.5,311.0,311.5
893,-0.24,0.0,32.28,835.0,311.0,310.0,310.5,310.5
894,-0.16,0.0,32.21,839.0,309.5,309.0,309.5,310.0
895,-0.16,0.0,32.09,853.0,308.5,307.5,307.5,308.0
896,-0.16,0.0,31.97,863.0,308.5,307.5,307.0,307.5
897,-0.16,0.0,31.94,861.0,307.5,306.5,307.0,307.0
898,-0.16,0.0,31.78,865.0,305.0,305.0,306.5,306.5
899,-0.16,0.0,31.75,849.0,303.5,304.0,304.5,304.5
900,-0.16,0.0,31.65,855.0,304.0,304.0,304.5,304.5
901,-0.16,0.0,31.67,851.0,303.0,303.5,303.5,303.5
902,-0.16,0.0,31.48,834.0,302.5,301.5,302.0,302.5
903,-0.16,0.0,31.35,837.0,301.5,299.5,301.5,301.5
904,-0.16,0.0,31.25,831.0,300.5,300.5,300.0,300.0
905,-0.16,12.55,31.19,880.0,300.5,299.5,299.0,299.0
906,-0.16,20.0,31.1,992.0,298.5,298.0,299.5,299.0
907,-0.16,29.41,30.99,1383.0,297.0,297.0,299.5,299.5
908,0.16,30.98,31.35,1726.0,299.5,299.5,305.0,305.5
909,0.48,30.98,31.72,1836.0,302.0,302.5,306.0,306.0
910,0.72,19.22,31.94,1842.0,304.0,304.5,308.5,308.5
911,0.72,0.0,32.06,1552.0,308.0,308.0,309.0,309.0
912,0.32,0.0,32.11,1260.0,309.0,308.5,310.0,310.5
913,0.08,0.0,32.1,1125.0,308.5,307.0,308.5,308.0
914,0.0,3.14,32.01,1084.0,307.5,307.0,308.0,307.0
915,0.0,2.75,31.96,1099.0,306.5,306.5,307.0,306.5
916,-0.08,0.0,31.71,1128.0,306.0,304.5,306.5,306.5
917,-0.16,0.0,31.81,1127.0,306.0,304.5,306.5,306.0
918,-0.08,0.0,31.79,1082.0,304.5,304.0,305.5,305.0
919,-0.08,0.0,31.66,1016.0,304.5,304.0,305.0,305.0
920,-0.16,0.0,31.49,988.0,304.5,302.0,304.0,304.0
921,-0.16,0.0,31.52,934.0,303.0,302.0,303.0,302.5
922,-0.16,0.0,31.39,902.0,302.0,301.0,301.5,301.0
923,-0.16,0.0,31.3,855.0,301.0,300.0,300.0,299.5
924,-0.16,0.0,31.14,824.0,300.0,298.0,300.5,300.0
925,-0.16,0.0,31.07,812.0,298.5,297.5,298.5,298.0
926,-0.16,0.0,30.87,826.0,297.0,296.5,297.5,297.0
927,-0.08,0.0,30.83,841.0,296.5,295.5,295.5,295.5
928,-0.16,0.0,30.76,844.0,295.5,294.0,295.5,295.0
929,-0.16,0.0,30.63,849.0,294.5,293.0,293.5,293.5
930,-0.16,0.0,30.52,838.0,293.5,292.5,293.0,291.5
931,-0.08,0.0,30.37,829.0,291.5,290.5,291.5,291.5
932,-0.16,0.0,30.17,830.0,290.5,288.5,290.5,291.0
933,-0.16,0.0,30.07,827.0,290.5,289.0,290.5,289.0
934,-0.16,0.0,30.08,823.0,290.0,289.0,289.0,289.0
935,-0.16,0.0,29.99,829.0,287.5,286.5,287.5,288.0
936,-0.24,0.0,29.78,839.0,285.0,284.5,285.5,286.0
937,-0.24,0.0,29.55,826.0,283.5,284.5,282.5,283.0
938,-0.48,0.0,29.29,831.0,282.0,281.5,281.0,282.0
939,-0.56,0.0,29.14,832.0,279.0,277.5,279.0,279.0
940,-0.48,0.0,28.83,821.0,276.5,278.5,276.0,278.0
941,-0.56,0.0,28.66,831.0,275.0,275.5,275.5,275.5
942,-0.48,0.0,28.56,830.0,274.5,274.0,273.5,274.5
943,-0.48,0.0,28.54,829.0,273.0,272.5,272.5,272.5
944,-0.24,0.0,28.27,821.0,271.5,270.0,272.0,271.5
945,-0.16,0.0,28.17,823.0,270.0,270.0,270.5,270.5
946,-0.24,0.0,28.06,822.0,269.5,268.5,269.0,269.0
947,-0.32,0.0,27.93,813.0,268.5,266.0,268.5,267.5
948,-0.32,0.0,27.66,811.0,265.0,265.0,266.0,265.0
949,-0.48,0.0,27.44,820.0,263.5,262.5,264.0,264.0
950,-0.32,0.0,27.28,816.0,262.5,262.0,262.5,262.5
951,-0.32,0.0,27.2,808.0,262.0,261.0,261.0,261.5
952,-0.24,0.0,27.1,816.0,260.0,260.0,260.0,260.5
953,-0.24,0.0,27.03,808.0,260.0,258.5,258.5,258.0
954,-0.32,0.0,26.8,808.0,257.0,255.5,257.0,256.5
955,-0.32,0.0,26.59,797.0,254.0,254.0,256.0,255.0
956,-0.32,0.0,26.33,802.0,254.0,251.0,252.5,251.0
957,-0.48,0.0,26.22,785.0,252.5,248.5,251.5,251.5
958,-0.48,0.0,26.0,788.0,250.5,250.5,249.0,250.0
959,-0.48,0.0,25.92,790.0,248.0,247.0,247.0,248.0
960,-0.48,0.0,25.66,791.0,246.0,245.0,247.0,246.5
961,-0.48,0.0,25.55,790.0,245.0,244.5,245.5,244.5
962,-0.32,0.0,25.4,803.0,243.5,243.0,244.0,243.0
963,-0.32,0.0,25.22,799.0,242.5,241.5,242.0,241.5
964,-0.56,0.0,25.08,802.0,240.0,238.0,240.5,240.5
965,-0.56,0.0,24.84,796.0,238.5,238.5,239.0,238.5
966,-0.64,0.0,24.66,793.0,236.5,235.5,237.0,236.5
967,-0.64,0.0,24.46,782.0,235.0,234.0,234.0,233.0
968,-0.64,0.0,24.28,791.0,232.0,231.5,233.0,232.0
969,-0.64,0.0,24.0,791.0,229.5,230.0,230.0,229.5
970,-0.64,0.0,23.8,783.0,228.5,227.5,227.5,228.0
971,-0.72,0.0,23.57,784.0,226.5,225.5,226.0,225.5
972,-0.72,0.0,23.4,786.0,224.5,223.0,223.5,223.5
973,-0.72,0.0,23.18,776.0,222.0,221.0,221.5,221.5
974,-0.72,0.0,22.98,775.0,220.0,219.0,220.0,220.0
975,-0.72,0.0,22.77,773.0,218.0,217.0,218.5,217.5
976,-0.72,0.0,22.56,770.0,216.0,215.5,215.0,215.0
977,-0.88,0.0,22.21,770.0,213.0,211.5,213.5,212.5
978,-0.72,0.0,21.98,760.0,210.0,209.5,209.5,209.0
979,-0.72,0.0,21.62,755.0,207.0,206.0,207.0,207.5
980,-0.72,0.0,21.31,751.0,205.0,204.5,204.5,204.5
981,-0.96,0.0,21.05,744.0,201.5,201.0,201.5,202.0
982,-0.88,0.0,20.82,744.0,199.0,199.0,199.5,199.5
983,-0.88,0.0,20.56,743.0,196.5,195.5,197.0,196.5
984,-0.88,0.0,20.29,743.0,194.5,194.0,195.0,194.5
985,-0.88,0.0,20.05,737.0,192.5,191.5,192.5,192.5
986,-0.88,0.0,19.85,730.0,190.0,188.5,189.5,189.0
987,-0.88,0.0,19.61,727.0,188.0,187.5,188.0,188.0
988,-0.88,0.0,19.36,723.0,184.5,184.5,185.5,185.5
989,-0.88,0.0,19.05,721.0,181.5,182.5,182.0,182.5
990,-0.88,0.0,18.77,717.0,178.0,179.0,178.5,179.5
991,-0.96,0.0,18.43,712.0,175.0,176.0,175.0,175.5
992,-1.12,0.0,18.07,705.0,171.5,172.0,171.5,173.5
993,-1.12,0.0,17.72,700.0,168.5,169.0,168.0,169.0
994,-1.2,0.0,17.27,705.0,164.0,165.0,164.5,166.0
995,-1.12,0.0,16.94,714.0,161.5,162.0,161.5,162.0
996,-1.12,0.0,16.63,719.0,159.0,159.0,159.0,159.5
997,-1.04,0.0,16.34,727.0,155.5,156.0,155.5,156.0
998,-1.04,0.0,15.96,732.0,149.0,149.5,153.0,153.0
999,-1.12,0.0,15.66,735.0,149.5,148.5,149.0,149.0
1000,-1.12,0.0,15.32,736.0,145.5,145.0,146.0,146.0
1001,-1.2,0.0,14.93,737.0,141.0,141.5,142.0,142.0
1002,-1.2,0.0,14.58,741.0,138.0,137.5,135.0,136.0
1003,-1.36,0.0,13.9,740.0,132.5,132.0,133.0,133.5
1004,-1.44,0.0,13.58,748.0,128.0,128.0,126.5,127.5
1005,-1.6,0.0,12.96,746.0,123.5,123.0,123.0,123.0
1006,-1.6,0.0,12.55,747.0,118.0,118.5,118.5,118.5
1007,-1.6,0.0,12.1,758.0,115.0,114.0,113.5,113.5
1008,-1.84,0.0,11.48,800.0,107.5,106.0,106.5,106.0
1009,-1.84,0.0,10.77,847.0,100.5,100.5,101.0,100.5
1010,-1.84,0.0,10.08,855.0,95.0,94.0,94.5,94.0
1011,-1.84,0.0,9.6,850.0,90.0,90.0,89.5,88.5
1012,-1.76,0.0,9.0,842.0,84.5,84.5,84.5,84.0
1013,-1.6,0.0,8.56,827.0,80.5,80.0,80.5,79.5
1014,-1.76,0.0,8.05,806.0,75.0,75.0,75.0,75.0
1015,-1.6,0.0,7.56,787.0,70.0,69.5,70.5,70.0
1016,-1.6,0.0,7.05,773.0,66.5,66.0,66.5,66.0
1017,-1.44,0.0,6.71,747.0,62.5,62.5,62.5,62.5
1018,-1.36,0.0,6.17,712.0,58.0,58.0,58.5,58.0
1019,-1.2,0.0,5.89,697.0,55.5,54.5,55.5,55.0
1020,-1.04,0.0,5.65,683.0,52.5,53.0,53.0,52.5
1021,-0.88,0.0,5.32,681.0,50.0,49.5,50.0,50.0
1022,-0.88,0.0,5.09,684.0,47.5,47.0,47.5,47.5
1023,-0.96,0.0,4.75,687.0,44.0,44.0,43.5,43.5
1024,-1.04,0.0,4.36,690.0,40.0,40.5,40.0,40.0
1025,-1.04,0.0,4.07,693.0,38.0,38.0,37.0,37.0
1026,-0.96,0.0,3.78,696.0,35.0,35.0,35.0,35.0
1027,-0.96,0.0,3.52,696.0,32.5,32.5,32.5,32.5
1028,-0.88,0.0,3.14,688.0,29.0,28.5,29.0,29.0
1029,-0.96,0.0,2.87,682.0,26.5,26.5,26.5,26.0
1030,-0.88,0.0,2.6,669.0,24.0,24.0,24.0,24.0
1031,-0.96,0.0,2.36,668.0,21.5,21.5,21.5,22.0
1032,-0.96,0.0,2.03,660.0,18.5,18.0,18.5,18.0
1033,-0.96,0.0,1.78,659.0,16.0,15.5,15.5,16.0
1034,-0.96,0.0,1.53,653.0,13.5,13.5,13.0,13.0
1035,-1.04,0.0,1.27,648.0,11.0,10.5,10.5,11.0
1036,-1.04,0.0,0.0,644.0,9.0,8.5,8.0,8.5
1037,-1.04,0.0,0.0,637.0,6.0,6.0,6.0,6.5
1038,-0.96,0.0,0.0,638.0,0.0,0.0,0.0,0.0
1039,-0.96,0.0,0.0,630.0,0.0,0.0,0.0,0.0
1040,-0.64,0.0,0.0,628.0,0.0,0.0,0.0,0.0
1041,0.08,0.0,0.0,624.0,0.0,0.0,0.0,0.0
1042,-0.08,0.0,0.0,613.0,0.0,0.0,0.0,0.0
1043,0.0,0.0,0.0,611.0,0.0,0.0,0.0,0.0
1044,0.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0
1045,-0.08,0.0,0.0,605.0,0.0,0.0,0.0,0.0
1046,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0
1047,-0.08,0.0,0.0,609.0,0.0,0.0,0.0,0.0
1048,-0.08,0.0,0.0,610.0,0.0,0.0,0.0,0.0
1049,-0.08,0.0,0.0,607.0,0.0,0.0,0.0,0.0
1050,-0.08,0.0,0.0,611.0,0.0,0.0,0.0,0.0
1051,0.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0
1052,-0.08,0.0,0.0,606.0,0.0,0.0,0.0,0.0
1053,-0.08,0.0,0.0,598.0,0.0,0.0,0.0,0.0
1054,-0.08,0.0,0.0,604.0,0.0,0.0,0.0,0.0
1055,-0.08,0.0,0.0,604.0,0.0,0.0,0.0,0.0
1056,-0.08,0.0,0.0,602.0,0.0,0.0,0.0,0.0
1057,-0.08,0.0,0.0,603.0,0.0,0.0,0.0,0.0
1058,0.08,2.75,0.0,603.0,0.0,0.0,0.0,0.0
1059,0.16,13.33,0.0,638.0,0.0,0.0,0.0,0.0
1060,0.24,12.94,0.0,758.0,0.0,0.0,0.0,0.0
1061,0.56,10.98,0.0,943.0,6.0,0.0,0.0,0.0
1062,0.96,10.98,0.0,1064.0,9.5,10.5,11.5,12.0
1063,1.12,14.51,1.48,1094.0,15.5,14.5,15.5,16.0
1064,1.2,17.25,1.98,1129.0,20.5,20.5,22.5,21.5
1065,1.36,18.43,2.56,1184.0,26.0,24.5,28.5,27.5
1066,1.44,20.39,3.16,1283.0,31.0,30.0,33.5,32.5
1067,1.76,21.18,3.83,1393.0,38.5,37.0,41.5,40.0
1068,2.0,20.78,4.58,1472.0,46.0,44.5,48.5,47.0
1069,2.32,20.78,5.6,1508.0,56.5,55.0,59.0,59.0
1070,2.32,20.78,6.58,1516.0,64.5,64.0,67.5,67.0
1071,2.32,20.78,7.4,1529.0,72.5,72.0,74.5,75.0
1072,2.24,20.78,8.16,1543.0,78.0,79.0,80.5,81.0
1073,2.24,21.18,8.8,1561.0,84.5,87.0,87.0,88.5
1074,2.0,21.18,9.4,1578.0,89.5,93.0,92.0,95.0
1075,1.92,21.18,10.2,1600.0,95.5,101.5,99.0,104.0
1076,1.76,21.18,10.86,1625.0,101.0,107.0,104.0,109.5
1077,1.76,20.39,11.42,1641.0,107.0,112.0,109.0,114.5
1078,1.76,18.82,11.86,1651.0,113.0,116.5,114.5,119.5
1079,1.76,18.82,12.46,1645.0,119.0,121.0,121.5,123.0
1080,1.36,16.47,13.09,1652.0,124.0,126.0,127.5,128.5
1081,1.36,12.16,13.55,1634.0,127.5,132.5,130.5,134.0
1082,1.2,12.16,13.95,1558.0,133.0,137.5,132.5,137.5
1083,0.72,9.8,14.27,1573.0,136.5,141.0,134.0,139.5
1084,0.08,10.98,14.72,1586.0,137.0,144.5,140.5,143.0
1085,0.0,13.33,14.88,1630.0,140.5,145.5,141.0,148.0
1086,0.24,14.12,15.15,1690.0,141.0,148.0,143.0,150.0
1087,0.48,13.73,15.3,1703.0,142.5,150.0,143.0,153.5
1088,0.56,11.37,15.34,1685.0,142.0,151.0,144.0,151.5
1089,0.64,11.37,15.48,1677.0,144.0,154.0,145.0,154.0
1090,0.48,11.37,15.68,1694.0,147.0,155.5,147.0,156.0
1091,0.24,11.37,15.91,1726.0,149.0,158.0,148.5,156.5
1092,0.16,10.2,16.03,1733.0,149.0,160.5,150.0,158.5
1093,0.16,10.59,16.12,1727.0,149.0,161.5,149.0,160.5
1094,0.0,14.9,16.25,1727.0,151.5,163.0,152.0,163.5
1095,0.0,15.69,16.56,1660.0,152.5,165.0,155.0,167.0
1096,0.24,15.69,16.7,1509.0,155.5,168.0,156.0,168.5
1097,0.48,14.12,16.92,1410.0,157.0,169.0,157.0,171.0
1098,0.56,13.33,17.09,1349.0,158.0,171.5,159.0,171.0
1099,0.24,14.9,17.3,1322.0,162.5,175.0,161.5,174.0
1100,0.08,14.9,17.65,1329.0,164.0,177.0,165.0,178.0
1101,0.16,15.29,17.81,1353.0,166.0,178.5,167.0,178.5
1102,0.16,16.08,18.09,1383.0,168.0,180.5,166.5,177.5
1103,0.16,16.08,18.25,1394.0,168.0,182.0,168.5,182.0
1104,0.24,17.25,18.27,1412.0,170.5,183.5,171.5,183.5
1105,0.24,18.43,18.57,1443.0,173.0,184.0,172.5,185.0
1106,0.32,19.61,18.77,1482.0,172.5,186.0,175.0,187.0
1107,0.48,19.61,18.94,1531.0,175.5,188.5,177.0,189.0
1108,0.56,21.96,19.18,1572.0,177.5,190.5,181.0,193.0
1109,0.64,23.53,19.59,1615.0,181.0,194.0,183.5,195.5
1110,0.72,24.71,19.92,1691.0,184.5,197.0,188.0,199.0
1111,0.88,25.1,20.29,1741.0,188.5,200.0,192.5,203.0
1112,0.96,25.1,20.65,1771.0,192.0,202.5,196.0,206.5
1113,1.12,25.49,21.16,1791.0,197.5,208.0,201.0,210.0
1114,1.12,27.45,21.61,1801.0,201.5,211.5,205.5,213.5
1115,1.12,29.02,22.05,1829.0,206.0,214.5,210.5,218.0
1116,1.12,29.41,22.48,1868.0,211.0,218.0,215.0,220.5
1117,1.2,31.76,22.98,1869.0,217.0,220.5,221.0,225.5
1118,1.36,32.55,23.46,1906.0,222.5,226.0,227.5,230.0
1119,1.36,32.94,23.96,1916.0,226.5,229.0,230.5,233.0
1120,1.36,34.9,24.36,1929.0,231.5,233.0,236.5,236.5
1121,1.36,34.9,24.79,1943.0,235.5,236.5,240.5,241.5
1122,1.44,34.9,25.29,1937.0,240.0,241.5,244.5,245.5
1123,1.44,34.9,25.69,1914.0,245.0,244.5,249.0,250.0
1124,1.36,34.9,26.27,1928.0,250.5,249.5,254.0,254.5
1125,1.36,34.9,26.73,1937.0,254.5,254.5,260.0,260.0
1126,1.36,34.9,27.25,1939.0,259.0,258.0,263.5,264.0
1127,1.36,34.9,27.69,1942.0,263.5,263.0,267.5,267.5
1128,1.2,34.9,28.13,1949.0,269.0,267.0,273.5,272.5
1129,1.2,34.9,28.5,1962.0,272.0,270.5,276.5,276.0
1130,1.2,34.9,29.08,1946.0,277.0,276.0,281.5,281.0
1131,1.2,32.94,29.42,1941.0,280.5,280.5,284.5,284.0
1132,1.12,29.02,29.79,1939.0,283.5,283.0,287.5,288.0
1133,1.2,29.02,30.12,1921.0,286.5,286.5,291.0,290.5
1134,1.12,30.59,30.63,1929.0,292.0,291.5,297.5,296.5
1135,1.04,30.98,31.16,1942.0,297.0,296.0,303.0,302.5
1136,1.04,31.37,31.66,1940.0,302.0,300.0,306.5,306.0
1137,1.12,31.37,32.01,1910.0,304.5,304.0,310.0,309.5
1138,1.12,31.37,32.37,1892.0,308.5,308.0,312.5,312.5
1139,1.12,31.37,32.81,1876.0,312.0,312.0,317.0,317.0
1140,1.12,31.37,33.26,1900.0,317.5,316.5,322.0,322.0
1141,1.12,31.37,33.39,1908.0,319.5,319.0,325.0,324.0
1142,1.04,31.37,33.94,1934.0,323.0,323.0,328.0,327.0
1143,1.04,31.37,34.31,1956.0,326.0,327.0,331.0,331.5
1144,1.04,31.37,34.61,1976.0,330.0,329.0,335.0,335.5
1145,1.04,31.37,35.02,1997.0,333.5,332.5,338.0,338.0
1146,1.04,31.37,35.32,2003.0,337.0,335.5,343.0,343.0
1147,1.04,31.37,35.69,2023.0,339.5,340.0,344.0,344.5
1148,1.04,31.37,36.15,2056.0,343.5,343.5,348.0,349.0
1149,1.04,30.59,36.56,2080.0,348.0,347.5,353.0,353.0
1150,0.96,26.67,36.93,2105.0,352.5,351.5,356.5,356.0
1151,0.96,25.1,37.34,2125.0,355.5,354.5,360.0,360.0
1152,0.96,19.61,37.53,2135.0,358.0,356.5,362.5,361.5
1153,0.72,18.04,37.65,2134.0,361.0,359.0,363.5,363.5
1154,0.48,18.43,37.83,2154.0,362.5,362.0,364.5,364.5
1155,0.48,19.22,37.95,2184.0,363.5,362.5,365.5,365.5
1156,0.24,20.39,38.25,2292.0,365.5,364.0,369.0,369.0
1157,0.48,21.57,38.34,2278.0,366.0,366.5,371.0,370.5
1158,0.56,21.96,38.6,2307.0,368.0,368.0,372.5,372.5
1159,0.56,21.96,38.82,2316.0,371.5,369.5,374.5,374.0
1160,0.56,21.57,38.99,2323.0,373.0,370.5,376.5,375.0
1161,0.56,21.57,39.17,2329.0,375.0,373.0,378.0,377.5
1162,0.56,21.96,39.18,2345.0,375.5,374.5,377.5,377.0
1163,0.56,21.57,39.39,2273.0,377.0,376.0,380.0,379.5
1164,0.48,19.22,39.73,1837.0,378.5,378.5,381.0,382.0
1165,0.56,19.22,39.78,1598.0,382.0,380.0,383.5,382.5
1166,0.32,19.22,39.82,1512.0,382.0,380.0,384.5,383.5
1167,0.24,19.22,39.89,1488.0,383.0,381.0,386.0,384.5
1168,0.24,21.18,40.06,1510.0,383.5,382.0,386.0,384.5
1169,0.16,23.53,40.12,1533.0,384.5,383.0,388.0,387.5
1170,0.24,24.71,40.28,1572.0,386.0,384.5,387.5,387.5
1171,0.24,25.1,40.47,1627.0,386.0,385.5,389.5,389.5
1172,0.32,25.1,40.62,1642.0,388.0,387.5,391.5,391.5
1173,0.48,25.1,40.81,1635.0,390.0,389.5,392.5,393.0
1174,0.48,25.1,40.95,1631.0,392.0,389.5,395.5,395.0
1175,0.48,25.1,41.08,1622.0,393.0,391.0,397.5,396.5
1176,0.48,25.1,41.29,1606.0,395.0,393.5,399.5,398.0
1177,0.48,25.1,41.48,1585.0,396.5,394.0,401.0,399.5
1178,0.48,25.49,41.58,1580.0,398.0,397.0,401.5,401.5
1179,0.48,25.88,41.77,1573.0,400.5,399.0,403.5,403.0
1180,0.48,25.88,41.92,1576.0,401.0,400.5,404.0,404.5
1181,0.48,25.88,42.15,1538.0,403.5,402.0,406.0,406.0
