frame,MAP Vacuum,TPS 1 Volts,TPS 2 Volts,Engine Speed,1/1 O2 Sensor Level,1/1 Short Term ADAP,2/1 Short Term ADAP,Intake Air Temp
841,7.73,1.32,3.68,1870.0,,-1.96,2.92,113.0
842,7.79,1.32,3.68,1873.0,,2.92,-2.15,113.0
843,7.79,1.32,3.68,1866.0,,2.73,-1.96,113.0
844,7.67,1.32,3.68,1870.0,,-2.35,2.73,113.0
845,7.61,1.32,3.68,1860.0,,2.53,-1.96,113.0
846,7.55,1.32,3.68,1857.0,,-2.94,2.53,113.0
847,7.49,1.33,3.67,1853.0,,2.53,-2.55,113.0
848,7.26,1.33,3.67,1811.0,,-2.94,3.9,113.0
849,7.02,1.33,3.67,1779.0,,3.31,-2.35,113.0
850,6.96,1.32,3.68,1795.0,,-2.55,3.12,113.0
851,7.08,1.33,3.67,1809.0,,3.31,-1.76,113.0
852,7.14,1.33,3.67,1838.0,,-2.74,-1.57,113.0
853,7.2,1.34,3.65,1856.0,,-1.76,-2.15,113.0
854,6.84,1.36,3.64,1866.0,,2.73,-1.57,113.0
855,6.9,1.36,3.65,1896.0,,-2.35,3.12,113.0
856,7.02,1.35,3.65,1922.0,,2.53,-2.55,113.0
857,7.14,1.36,3.65,1934.0,,-2.94,2.92,113.0
858,7.26,1.36,3.65,1947.0,,2.73,-2.55,113.0
859,7.32,1.36,3.65,1965.0,,-2.94,-1.76,113.0
860,7.38,1.36,3.64,1986.0,,-2.94,2.53,113.0
861,7.32,1.37,3.63,2016.0,,-3.13,2.92,113.0
862,7.2,1.38,3.62,2034.0,,-3.33,3.31,113.0
863,7.08,1.4,3.6,2063.0,,-2.74,2.53,113.0
864,6.9,1.4,3.6,2089.0,,2.34,2.34,113.0
865,7.02,1.4,3.6,2118.0,,1.95,-2.94,113.0
866,7.08,1.4,3.6,2142.0,,-3.52,-2.35,113.0
867,7.2,1.39,3.61,2146.0,,-3.72,2.53,113.0
868,7.43,1.4,3.61,2166.0,,1.36,2.53,113.0
869,7.43,1.4,3.61,2184.0,,0.97,-2.74,111.2
870,7.49,1.4,3.6,2204.0,,-4.5,-2.55,111.2
871,7.61,1.4,3.6,2220.0,,-3.72,2.14,111.2
872,7.61,1.4,3.6,2238.0,,0.97,-3.33,111.2
873,7.67,1.4,3.6,2254.0,,-4.11,-2.94,111.2
874,7.79,1.4,3.6,2266.0,,-3.91,1.75,111.2
875,7.85,1.4,3.61,2293.0,,1.95,-3.91,111.2
876,8.08,1.39,3.62,2308.0,,0.97,-3.72,111.2
877,8.61,1.37,3.63,2324.0,,-4.69,-3.91,111.2
878,8.97,1.37,3.63,2451.0,,-4.69,1.17,111.2
879,9.44,1.35,3.66,2425.0,,-4.89,-4.69,111.2
880,9.91,1.34,3.66,2469.0,,-3.52,-4.5,111.2
881,10.21,1.33,3.67,2461.0,,-4.5,0.19,111.2
882,10.91,1.3,3.7,2474.0,,-4.69,-0.2,111.2
883,11.33,1.28,3.73,2201.0,,0.38,-4.89,111.2
884,11.5,1.19,3.83,1792.0,,-5.28,0.19,111.2
885,11.74,1.12,3.88,1593.0,,-7.43,-6.06,111.2
886,11.8,1.12,3.88,1554.0,,-8.6,-6.65,111.2
887,11.92,1.13,3.87,1574.0,,-4.11,1.56,111.2
888,11.8,1.13,3.87,1596.0,,1.95,3.7,111.2
889,11.56,1.15,3.85,1596.0,,-2.94,2.92,111.2
890,11.33,1.15,3.85,1607.0,,1.75,-1.96,111.2
891,11.21,1.15,3.85,1602.0,,-2.55,2.73,111.2
892,11.15,1.15,3.85,1588.0,,2.14,-2.15,111.2
893,11.03,1.15,3.85,1580.0,,-1.96,2.92,111.2
894,11.03,1.15,3.85,1569.0,,-2.74,-1.57,111.2
895,10.91,1.15,3.85,1535.0,,3.51,3.51,111.2
896,10.8,1.15,3.85,1511.0,,-2.55,4.68,111.2
897,10.68,1.14,3.86,1463.0,,2.92,-1.76,111.2
898,10.68,1.14,3.86,1467.0,,-1.76,4.29,111.2
899,10.62,1.15,3.85,1469.0,,4.29,-1.76,111.2
900,10.38,1.17,3.83,1476.0,,-1.96,4.88,111.2
901,9.79,1.18,3.82,1467.0,,4.49,-1.76,111.2
902,9.62,1.17,3.83,1471.0,,-1.76,3.9,111.2
903,9.73,1.17,3.83,1473.0,,4.29,-1.57,111.2
904,9.79,1.17,3.83,1488.0,,-1.57,-1.18,111.2
905,9.79,1.17,3.83,1487.0,,-0.98,3.31,111.2
906,9.79,1.17,3.82,1493.0,,-1.96,-1.76,111.2
907,9.79,1.17,3.82,1496.0,,3.9,3.12,111.2
908,9.79,1.18,3.82,1502.0,,-1.96,-1.57,111.2
909,9.68,1.18,3.82,1511.0,,-1.18,3.31,111.2
910,9.62,1.18,3.82,1514.0,,-1.76,-0.79,111.2
911,9.68,1.17,3.83,1517.0,,-1.37,-1.76,111.2
912,9.85,1.17,3.83,1524.0,,-1.96,-1.37,111.2
913,10.03,1.17,3.83,1523.0,,-1.76,3.12,111.2
914,10.03,1.17,3.83,1527.0,,-2.15,-1.37,111.2
915,10.03,1.17,3.83,1529.0,,-1.76,3.31,111.2
916,10.09,1.17,3.83,1537.0,,2.92,-1.37,111.2
917,10.15,1.17,3.83,1542.0,,-2.15,3.31,111.2
918,10.21,1.17,3.83,1543.0,,2.34,-1.37,111.2
919,10.27,1.16,3.85,1542.0,,-2.55,3.51,111.2
920,10.68,1.15,3.85,1549.0,,1.95,-1.76,111.2
921,10.86,1.15,3.85,1556.0,,-2.35,3.51,111.2
922,11.03,1.15,3.85,1554.0,,2.34,-1.37,109.4
923,11.09,1.15,3.85,1560.0,,-2.55,2.92,109.4
924,11.15,1.15,3.85,1562.0,,2.73,-1.57,109.4
925,11.15,1.15,3.85,1568.0,,-1.18,3.31,109.4
926,11.09,1.15,3.85,1571.0,,-2.15,-1.76,109.4
927,11.15,1.15,3.85,1576.0,,3.31,-1.76,109.4
928,11.15,1.15,3.85,1578.0,,-2.15,-1.37,109.4
929,11.33,1.14,3.86,1572.0,,2.34,-2.35,109.4
930,11.5,1.14,3.86,1578.0,,-2.35,3.12,109.4
931,11.56,1.14,3.86,1577.0,,-3.33,-1.96,109.4
932,11.56,1.14,3.86,1580.0,,1.95,-1.57,109.4
933,11.56,1.14,3.86,1583.0,,-3.72,3.7,109.4
934,11.62,1.14,3.86,1580.0,,2.53,-2.55,109.4
935,11.62,1.14,3.86,1592.0,,-3.91,2.73,109.4
936,11.92,1.1,3.9,1594.0,,2.14,-2.35,109.4
937,13.16,1.05,3.96,1593.0,,-3.13,2.34,109.4
938,14.99,0.97,4.04,1585.0,,1.56,4.68,109.4
939,16.64,0.94,4.06,1583.0,,1.75,-0.79,109.4
940,17.52,0.94,4.06,1596.0,,-4.11,4.49,109.4
941,18.05,0.93,4.08,1612.0,,0.77,6.44,109.4
942,20.18,0.72,4.28,1569.0,,1.36,0.77,109.4
943,22.18,0.73,4.27,1562.0,,-4.3,-0.59,109.4
944,22.77,0.73,4.27,1537.0,,-4.69,-1.18,109.4
945,23.07,0.73,4.27,1554.0,,-5.67,3.7,109.4
946,23.19,0.73,4.27,1532.0,,-6.26,4.09,109.4
947,23.25,0.73,4.27,1529.0,,-6.26,4.88,109.4
948,23.3,0.73,4.27,1479.0,,-4.5,6.24,109.4
949,23.3,0.73,4.27,1406.0,,0.77,7.42,109.4
950,23.07,0.74,4.26,1258.0,,1.75,9.37,109.4
951,22.89,0.73,4.28,1076.0,,3.12,10.34,111.2
952,22.66,0.72,4.28,1091.0,,4.49,11.91,111.2
953,22.54,0.72,4.28,1075.0,,6.24,12.88,111.2
954,22.54,0.72,4.28,1059.0,,6.83,7.81,111.2
955,22.18,0.74,4.26,1053.0,,7.02,7.61,111.2
956,22.01,0.74,4.26,1054.0,,6.44,7.02,111.2
957,22.01,0.72,4.28,1001.0,,0.77,5.85,111.2
958,22.12,0.72,4.29,963.0,,0.19,5.27,111.2
959,22.12,0.71,4.29,949.0,,-0.01,4.49,111.2
960,22.12,0.71,4.29,941.0,,-0.4,3.31,111.2
961,22.12,0.71,4.29,932.0,,-1.57,2.34,111.2
962,22.12,0.71,4.29,916.0,,-2.35,1.56,111.2
963,22.12,0.71,4.29,901.0,,-3.13,0.58,111.2
964,22.07,0.71,4.3,880.0,,-3.91,-0.2,111.2
965,22.07,0.7,4.3,870.0,,-4.69,-0.98,111.2
966,22.01,0.71,4.24,855.0,,-5.67,-1.96,111.2
967,20.71,0.81,4.2,866.0,,-6.65,-2.74,111.2
968,19.76,0.83,4.17,920.0,,-7.62,-4.11,111.2
969,19.06,0.86,4.15,968.0,,-8.79,-5.28,111.2
970,18.58,0.78,4.23,1072.0,,-9.97,-6.84,111.2
971,20.18,0.72,4.28,1121.0,,-11.14,-8.01,111.2
972,21.48,0.72,4.28,1030.0,,-11.72,-8.79,111.2
973,21.89,0.72,4.29,971.0,,-12.11,-9.38,111.2
974,22.07,0.71,4.29,925.0,,-6.84,-9.58,111.2
975,22.12,0.71,4.3,888.0,,-6.84,-9.38,111.2
976,22.12,0.72,4.21,866.0,,-6.26,-8.01,111.2
977,19.88,0.97,4.0,976.0,,-4.5,-2.35,111.2
978,15.22,1.14,3.84,1255.0,,-10.16,-2.35,111.2
979,9.38,1.26,3.74,1442.0,,-5.08,-8.01,111.2
980,6.78,1.32,3.68,1618.0,,-8.79,-3.33,111.2
981,6.14,1.34,3.66,1658.0,,-2.94,0.38,111.2
982,5.96,1.35,3.65,1692.0,,1.95,-5.87,111.2
983,5.9,1.35,3.65,1677.0,,-4.11,1.36,111.2
984,5.84,1.35,3.65,1709.0,,1.56,-4.89,111.2
985,5.96,1.35,3.65,1714.0,,-4.5,-4.11,111.2
986,5.96,1.35,3.65,1713.0,,-3.72,0.77,111.2
987,5.96,1.36,3.65,1714.0,,1.17,-3.91,111.2
988,5.9,1.36,3.65,1710.0,,-3.33,1.36,111.2
989,5.9,1.36,3.65,1719.0,,1.56,-3.91,111.2
990,5.84,1.36,3.64,1713.0,,-3.72,2.73,111.2
991,5.66,1.37,3.63,1733.0,,-2.55,1.75,111.2
992,5.6,1.38,3.62,1732.0,,3.31,-3.33,111.2
993,5.49,1.38,3.62,1747.0,,2.53,-3.13,111.2
994,5.49,1.38,3.63,1745.0,,2.34,-2.55,111.2
995,5.66,1.37,3.63,1750.0,,-2.74,2.14,111.2
996,5.84,1.37,3.63,1772.0,,2.53,-3.13,111.2
997,5.9,1.37,3.63,1781.0,,-2.74,-2.74,111.2
998,5.9,1.37,3.63,1766.0,,3.31,2.14,109.4
999,5.9,1.37,3.63,1771.0,,-2.74,-2.55,109.4
1000,5.96,1.37,3.63,1779.0,,-2.74,2.53,109.4
1001,5.96,1.37,3.63,1772.0,,2.73,1.95,109.4
1002,5.96,1.37,3.63,1787.0,,-3.13,-2.55,109.4
1003,6.02,1.37,3.63,1786.0,,3.12,2.14,109.4
1004,6.02,1.37,3.63,1788.0,,2.53,-2.74,109.4
1005,6.02,1.37,3.63,1788.0,,-2.55,2.53,109.4
1006,5.96,1.37,3.63,1790.0,,2.92,-2.94,109.4
1007,5.96,1.38,3.63,1792.0,,-2.74,-2.35,109.4
1008,5.96,1.38,3.63,1798.0,,-2.15,2.53,109.4
1009,5.96,1.37,3.63,1802.0,,-2.94,-2.55,109.4
1010,5.9,1.37,3.63,1799.0,,-2.15,2.34,109.4
1011,6.02,1.38,3.62,1811.0,,2.53,-2.94,109.4
1012,5.9,1.38,3.62,1814.0,,-3.13,-2.35,109.4
1013,5.9,1.38,3.62,1809.0,,2.34,-2.94,109.4
1014,5.9,1.38,3.62,1820.0,,-2.94,-2.35,109.4
1015,5.84,1.39,3.61,1821.0,,-2.15,2.53,109.4
1016,5.84,1.4,3.6,1825.0,,2.34,-2.55,109.4
1017,5.6,1.41,3.59,1821.0,,-1.96,2.73,109.4
1018,5.49,1.4,3.6,1820.0,,-2.74,-2.35,109.4
1019,5.55,1.4,3.6,1807.0,,2.92,3.51,109.4
1020,5.55,1.4,3.61,1816.0,,2.53,-0.98,109.4
1021,5.6,1.4,3.6,1815.0,,-2.94,3.12,109.4
1022,5.6,1.4,3.6,1828.0,,3.12,-2.55,109.4
1023,5.66,1.4,3.6,1834.0,,-2.15,-2.74,109.4
1024,5.72,1.4,3.61,1839.0,,-2.15,1.95,109.4
1025,5.72,1.39,3.61,1790.0,,2.53,-3.13,109.4
1026,5.72,1.38,3.62,1799.0,,-3.13,-3.13,109.4
1027,5.78,1.38,3.62,1799.0,,-2.94,2.14,109.4
1028,5.78,1.38,3.62,1800.0,,1.75,-2.35,109.4
1029,5.72,1.38,3.62,1786.0,,-2.74,2.14,109.4
1030,5.66,1.39,3.62,1768.0,,2.14,-2.74,109.4
1031,5.6,1.38,3.62,1754.0,,-2.74,2.14,109.4
1032,5.55,1.38,3.62,1737.0,,2.34,-2.94,109.4
1033,5.49,1.38,3.63,1726.0,,-2.94,2.34,109.4
1034,5.43,1.37,3.63,1676.0,,-2.55,1.95,109.4
1035,5.31,1.36,3.64,1658.0,,-2.94,-2.94,109.4
1036,5.25,1.36,3.64,1639.0,,-3.33,1.95,109.4
1037,5.19,1.36,3.64,1612.0,,2.14,2.14,109.4
1038,4.9,1.36,3.64,1535.0,,1.75,4.09,109.4
1039,4.72,1.37,3.63,1529.0,,-1.96,-2.35,109.4
1040,4.48,1.38,3.62,1556.0,,4.09,-1.37,109.4
1041,4.42,1.39,3.61,1561.0,,-1.18,3.51,109.4
1042,4.42,1.39,3.62,1572.0,,3.7,-1.57,109.4
1043,4.6,1.38,3.62,1588.0,,-2.35,3.9,109.4
1044,4.66,1.38,3.62,1602.0,,3.12,-2.15,109.4
1045,4.78,1.38,3.62,1609.0,,2.92,-2.15,109.4
1046,4.84,1.38,3.62,1620.0,,-1.96,2.73,109.4
1047,4.9,1.38,3.62,1633.0,,2.73,-3.13,109.4
1048,4.96,1.38,3.62,1636.0,,-2.35,2.92,109.4
1049,5.07,1.38,3.63,1654.0,,-2.35,-2.94,109.4
1050,5.13,1.38,3.63,1663.0,,2.53,2.73,109.4
1051,5.19,1.38,3.63,1678.0,,-2.55,2.53,109.4
1052,5.37,1.37,3.63,1696.0,,2.34,-2.74,109.4
1053,5.43,1.37,3.64,1698.0,,-2.94,3.51,109.4
1054,5.55,1.37,3.63,1717.0,,3.12,-2.15,109.4
1055,5.55,1.38,3.63,1727.0,,-2.74,3.31,109.4
1056,5.49,1.39,3.62,1738.0,,3.7,3.31,109.4
1057,5.43,1.39,3.62,1742.0,,3.12,-1.18,109.4
1058,5.43,1.39,3.62,1758.0,,-1.37,3.7,109.4
1059,5.49,1.39,3.62,1763.0,,3.31,-0.79,109.4
1060,5.55,1.38,3.62,1765.0,,-1.37,4.09,109.4
1061,6.02,1.34,3.66,1785.0,,-2.15,-0.98,109.4
1062,6.84,1.31,3.7,1797.0,,-1.96,-1.57,109.4
1063,7.43,1.3,3.71,1787.0,,-2.74,-1.57,109.4
1064,7.79,1.3,3.7,1794.0,,1.95,-2.55,109.4
1065,7.91,1.3,3.7,1799.0,,-3.13,2.73,109.4
1066,7.61,1.32,3.69,1811.0,,1.75,-2.94,109.4
1067,7.49,1.3,3.71,1819.0,,-3.33,2.92,109.4
1068,8.26,1.26,3.74,1826.0,,1.36,-3.13,109.4
1069,8.97,1.26,3.74,1828.0,,-4.69,1.95,109.4
1070,9.14,1.26,3.74,1832.0,,0.38,-3.72,109.4
1071,9.2,1.26,3.74,1834.0,,-4.89,1.75,109.4
1072,9.26,1.26,3.74,1845.0,,0.19,-3.33,109.4
1073,9.2,1.26,3.74,1841.0,,0.19,-2.74,109.4
1074,9.32,1.26,3.74,1838.0,,-4.69,1.75,109.4
1075,9.56,1.25,3.75,1910.0,,0.19,-2.94,109.4
1076,10.09,1.27,3.73,1930.0,,-5.08,1.95,109.4
1077,10.15,1.23,3.77,1935.0,,0.77,-1.96,109.4
1078,10.8,1.24,3.76,1959.0,,-4.69,2.34,109.4
1079,11.03,1.23,3.77,1960.0,,-0.01,-2.35,109.4
1080,11.15,1.23,3.77,1974.0,,-5.28,2.53,109.4
1081,11.5,1.15,3.92,1841.0,,0.38,-1.96,109.4
1082,16.87,0.77,4.24,1374.0,,-5.67,-3.91,109.4
1083,21.18,0.72,4.29,1375.0,,-7.82,-5.47,109.4
1084,22.24,0.74,4.27,1363.0,,-8.79,-0.2,109.4
1085,22.6,0.75,4.26,1371.0,,-9.38,0.19,109.4
1086,22.66,0.75,4.25,1364.0,,-10.36,1.17,109.4
1087,22.71,0.75,4.25,1365.0,,-5.47,3.12,109.4
1088,22.71,0.76,4.24,1349.0,,-5.08,4.49,109.4
1089,22.71,0.76,4.24,1348.0,,-4.3,6.05,109.4
1090,22.71,0.76,4.24,1344.0,,-0.01,-0.01,109.4
1091,22.77,0.76,4.24,1304.0,,-0.01,-0.01,109.4
1092,22.77,0.76,4.24,1281.0,,-0.01,-0.01,109.4
1093,22.77,0.76,4.24,1330.0,,-0.01,-0.01,109.4
1094,22.77,0.76,4.24,1316.0,,-0.01,-0.01,109.4
1095,22.77,0.76,4.24,1307.0,,-0.01,-0.01,109.4
1096,22.77,0.75,4.25,1298.0,,-0.01,-0.01,109.4
1097,22.77,0.76,4.25,1283.0,,-0.01,-0.01,109.4
1098,22.71,0.76,4.25,1271.0,,-0.01,-0.01,109.4
1099,22.66,0.75,4.25,1254.0,,-0.01,-0.01,109.4
1100,22.66,0.75,4.25,1240.0,,-0.01,-0.01,109.4
1101,22.6,0.75,4.25,1223.0,,-0.01,-0.01,109.4
1102,22.6,0.75,4.25,1207.0,,-0.01,-0.01,109.4
1103,22.54,0.75,4.25,1187.0,,-0.01,-0.01,109.4
1104,22.48,0.75,4.26,1167.0,,-0.01,-0.01,109.4
1105,22.42,0.74,4.26,1148.0,,-0.01,-0.01,109.4
1106,22.42,0.74,4.26,1126.0,,-0.01,-0.01,109.4
1107,22.42,0.74,4.27,1110.0,,-0.01,-0.01,109.4
1108,22.42,0.74,4.27,1089.0,,-0.01,-0.01,109.4
1109,22.42,0.73,4.28,1069.0,,-0.01,-0.01,109.4
1110,22.42,0.73,4.28,1047.0,,-0.01,-0.01,109.4
1111,22.48,0.72,4.28,1012.0,,-0.01,-0.01,109.4
1112,22.48,0.72,4.28,1000.0,,-0.01,-0.01,109.4
1113,22.48,0.72,4.29,978.0,,-0.01,-0.01,109.4
1114,22.36,0.74,4.26,991.0,,11.91,11.91,109.4
1115,22.18,0.74,4.26,997.0,,11.71,11.71,109.4
1116,22.07,0.74,4.26,992.0,,11.71,11.91,109.4
1117,22.12,0.72,4.28,937.0,,12.1,12.1,109.4
1118,22.18,0.72,4.29,895.0,,6.83,6.83,109.4
1119,22.18,0.72,4.29,884.0,,6.63,6.63,109.4
1120,22.18,0.72,4.29,879.0,,6.63,6.63,109.4
1121,22.12,0.72,4.29,867.0,,6.05,5.85,109.4
1122,22.07,0.71,4.29,858.0,,5.66,5.46,109.4
1123,22.01,0.71,4.22,846.0,,5.27,5.07,109.4
1124,20.94,0.81,4.19,856.0,,4.88,4.68,109.4
1125,20.06,0.82,4.18,908.0,,4.49,3.9,109.4
1126,19.47,0.85,4.15,955.0,,3.12,3.31,109.4
1127,18.82,0.87,4.13,1026.0,,2.14,1.95,109.4
1128,19.47,0.73,4.28,1142.0,,0.77,0.58,109.4
1129,21.3,0.73,4.28,1083.0,,-0.59,-0.4,109.4
1130,21.83,0.73,4.27,1021.0,,-1.18,-1.18,109.4
1131,22.07,0.72,4.28,964.0,,-2.15,-2.15,109.4
1132,22.18,0.72,4.29,933.0,,-2.94,-2.35,109.4
1133,22.24,0.71,4.29,878.0,,-3.52,-2.74,109.4
1134,22.24,0.71,4.29,835.0,,-4.11,2.34,109.4
1135,22.18,0.71,4.29,807.0,,-4.5,2.34,109.4
1136,21.95,0.71,4.29,815.0,,-4.69,2.73,109.4
1137,21.95,0.71,4.29,821.0,,-4.5,2.53,109.4
1138,21.95,0.71,4.29,816.0,,0.77,-2.94,109.4
1139,21.95,0.71,4.29,809.0,,0.97,-3.13,109.4
1140,21.95,0.71,4.3,807.0,,1.17,-3.52,109.4
1141,21.95,0.71,4.29,801.0,,0.58,-4.3,109.4
1142,21.89,0.71,4.29,790.0,,-4.69,-4.5,109.4
1143,21.83,0.71,4.29,791.0,,-5.08,-4.5,109.4
1144,21.83,0.71,4.29,783.0,,-5.28,0.58,109.4
1145,21.77,0.71,4.29,777.0,,-6.06,0.97,109.4
1146,21.71,0.71,4.29,767.0,,-6.45,0.77,109.4
1147,21.65,0.71,4.29,761.0,,-6.65,0.77,109.4
1148,21.48,0.72,4.28,747.0,,-7.04,-4.5,109.4
1149,21.24,0.73,4.28,741.0,,-7.04,-5.08,109.4
1150,21.0,0.73,4.27,737.0,,-1.96,-5.28,109.4
1151,20.77,0.74,4.26,729.0,,-1.96,-5.67,109.4
1152,20.41,0.75,4.26,709.0,,-1.96,-6.45,109.4
1153,20.12,0.75,4.25,687.0,,-2.35,-6.84,109.4
1154,19.76,0.76,4.25,684.0,,-7.62,-7.43,109.4
1155,19.53,0.76,4.24,676.0,,-8.01,-8.01,109.4
1156,19.18,0.77,4.24,670.0,,-8.21,-8.4,109.4
1157,18.94,0.77,4.23,674.0,,-9.19,-8.6,109.4
1158,18.76,0.77,4.23,680.0,,-9.58,-8.99,109.4
1159,18.58,0.78,4.22,686.0,,-9.77,-3.72,109.4
1160,18.41,0.78,4.23,694.0,,-9.77,-2.94,109.4
1161,18.35,0.77,4.23,698.0,,-8.4,-1.96,109.4
1162,18.35,0.78,4.23,697.0,,-3.13,-0.59,109.4
1163,18.35,0.78,4.22,744.0,,-2.74,0.58,109.4
1164,18.47,0.78,4.23,780.0,,-2.15,1.75,109.4
1165,19.06,0.72,4.29,817.0,,-0.2,2.73,109.4
1166,20.24,0.71,4.29,868.0,,-0.01,-2.74,109.4
1167,21.0,0.71,4.29,877.0,,-0.2,-2.74,109.4
1168,21.48,0.71,4.29,857.0,,-0.4,-2.74,109.4
1169,21.59,0.71,4.29,814.0,,1.36,-1.57,109.4
1170,21.65,0.71,4.29,792.0,,2.73,3.7,109.4
1171,21.65,0.71,4.29,798.0,,3.9,4.29,109.4
1172,21.65,0.72,4.29,790.0,,5.07,4.88,109.4
1173,21.65,0.71,4.29,788.0,,6.44,5.66,109.4
1174,21.65,0.71,4.29,795.0,,7.61,7.22,109.4
1175,21.65,0.71,4.29,797.0,,8.78,8.39,109.4
1176,21.65,0.71,4.29,796.0,,9.17,9.37,109.4
1177,21.65,0.71,4.29,795.0,,9.17,9.37,109.4
1178,21.65,0.71,4.26,792.0,,4.09,9.17,109.4
1179,21.18,0.77,4.24,846.0,,3.7,8.78,109.4
1180,20.53,0.82,4.17,925.0,,2.92,7.22,109.4
1181,19.76,0.86,4.14,1062.0,,1.36,2.34,109.4
1182,18.94,0.92,4.07,1220.0,,-0.2,0.77,109.4
1183,18.29,0.94,4.06,1434.0,,-1.18,5.66,109.4
1184,18.17,0.96,4.04,1446.0,,4.09,6.63,109.4
1185,17.94,0.96,4.04,1454.0,,4.68,8.0,109.4
1186,17.76,0.98,4.01,1507.0,,6.24,2.92,109.4
1187,17.35,0.99,4.01,1529.0,,0.58,1.56,109.4
1188,16.99,1.0,4.0,1557.0,,-0.98,6.63,109.4
1189,16.81,1.0,4.0,1583.0,,4.88,1.56,109.4
1190,16.81,1.0,4.0,1599.0,,-0.01,6.05,109.4
1191,16.81,1.0,4.0,1622.0,,-2.15,1.17,109.4
1192,16.93,1.0,4.01,1636.0,,2.53,-0.59,109.4
1193,17.29,0.98,4.02,1646.0,,3.31,-1.18,109.4
1194,17.7,0.96,4.04,1653.0,,-2.35,4.49,109.4
1195,18.29,0.94,4.06,1655.0,,-5.08,-0.79,109.4
1196,18.94,0.92,4.08,1645.0,,-0.2,-3.13,109.4
1197,19.29,0.91,4.1,1655.0,,-4.89,2.34,109.4
1198,20.0,0.87,4.13,1627.0,,-6.65,-2.55,109.4
1199,20.47,0.87,4.13,1497.0,,-7.23,-3.91,109.4
1200,20.36,0.86,4.15,1190.0,,-1.96,-4.11,109.4
1201,19.82,0.82,4.18,974.0,,-0.4,2.14,109.4
1202,19.53,0.8,4.2,954.0,,1.56,2.73,109.4
1203,19.53,0.8,4.2,962.0,,1.95,3.7,109.4
1204,19.53,0.8,4.2,957.0,,-3.33,3.31,109.4
1205,19.53,0.8,4.2,951.0,,-3.72,2.14,109.4
1206,19.53,0.78,4.23,947.0,,-4.69,-2.74,109.4
1207,20.18,0.72,4.29,923.0,,-5.28,-3.33,109.4
1208,20.94,0.71,4.29,877.0,,-5.87,-4.11,109.4
1209,21.42,0.71,4.29,830.0,,-6.65,-5.28,109.4
1210,21.54,0.72,4.28,799.0,,-1.37,-5.67,109.4
1211,21.42,0.72,4.28,787.0,,-1.18,-5.47,109.4
1212,21.36,0.72,4.29,792.0,,-0.4,-4.89,109.4
1213,21.36,0.71,4.29,792.0,,0.97,-2.74,109.4
1214,21.36,0.71,4.29,785.0,,2.53,2.53,109.4
1215,21.36,0.71,4.29,780.0,,4.09,3.31,109.4
1216,21.36,0.71,4.29,778.0,,4.29,4.49,109.4
1217,21.36,0.71,4.29,775.0,,-0.79,6.24,109.4
1218,21.3,0.71,4.29,772.0,,-0.98,6.05,109.4
1219,21.24,0.72,4.29,761.0,,-1.37,6.05,109.4
1220,21.18,0.72,4.29,763.0,,-1.57,0.38,109.4
1221,21.18,0.71,4.29,780.0,,3.7,-0.4,109.4
1222,21.24,0.71,4.29,779.0,,3.7,-0.98,109.4
1223,21.24,0.71,4.29,778.0,,-1.57,-2.15,109.4
1224,21.24,0.71,4.29,770.0,,-2.15,-3.13,111.2
1225,21.24,0.71,4.29,770.0,,-2.55,-3.72,111.2
1226,21.24,0.71,4.29,762.0,,-3.13,-4.11,111.2
1227,21.24,0.71,4.29,766.0,,2.14,-4.11,111.2
1228,21.24,0.71,4.29,765.0,,2.14,-3.33,111.2
1229,21.24,0.71,4.29,762.0,,3.12,-1.57,111.2
1230,21.24,0.71,4.29,769.0,,4.29,-0.01,111.2
1231,21.24,0.71,4.29,777.0,,4.88,5.07,111.2
1232,21.3,0.7,4.31,773.0,,-0.2,5.66,111.2
1233,21.42,0.7,4.31,774.0,,-0.4,5.66,111.2
1234,21.54,0.7,4.31,781.0,,-0.98,5.27,111.2
1235,21.59,0.7,4.31,792.0,,-1.76,3.9,111.2
1236,21.71,0.7,4.31,805.0,,-2.55,-1.37,111.2
1237,21.77,0.7,4.31,799.0,,-2.94,-1.76,111.2
1238,21.83,0.7,4.31,798.0,,-3.72,-2.35,111.2
1239,21.83,0.7,4.31,790.0,,-3.72,-3.13,111.2
1240,21.83,0.7,4.31,795.0,,-3.91,-3.72,111.2
1241,21.83,0.7,4.31,793.0,,-4.3,-4.5,111.2
1242,21.83,0.7,4.31,792.0,,-5.08,-5.08,111.2
1243,21.83,0.7,4.31,790.0,,-5.67,-5.67,111.2
1244,21.83,0.7,4.31,792.0,,-6.45,-6.65,111.2
1245,21.83,0.7,4.31,784.0,,-7.23,-7.43,111.2
1246,21.83,0.7,4.31,793.0,,-7.82,-8.01,111.2
1247,21.83,0.7,4.31,782.0,,-8.79,-8.79,111.2
1248,21.83,0.7,4.31,779.0,,-9.38,-9.19,111.2
1249,21.83,0.69,4.31,783.0,,-10.16,-9.77,111.2
1250,21.83,0.7,4.31,772.0,,-10.55,-10.36,111.2
1251,21.77,0.7,4.31,764.0,,-10.94,-10.55,111.2
1252,21.77,0.7,4.3,743.0,,-11.33,-11.14,111.2
1253,21.59,0.71,4.3,733.0,,-6.06,-10.94,111.2
1254,21.24,0.75,4.26,718.0,,-6.06,-10.94,111.2
1255,20.53,0.74,4.26,719.0,,-5.67,-9.77,111.2
